Thumb,Index,Middle,Ring,Pinky,Letter,
3776,2818,3923,2256,3507,11,
3675,2756,3822,2240,3509,11,
3792,2758,3824,2259,3486,11,
3833,2843,3825,2266,3495,11,
3845,2883,3828,2256,3472,11,
3810,2876,3828,2256,3520,11,
3707,2831,3803,2310,3438,11,
3792,2832,3827,2286,3490,11,
3786,2862,3791,2305,3456,11,
3859,2847,3763,2299,3451,11,
3807,2859,3838,2293,3483,11,
3560,2736,3610,2372,3418,11,
3789,2900,3634,2350,3394,11,
3920,2888,3728,2063,2479,12,k
3898,2809,3728,2053,2474,12,
3937,2873,3619,1970,2299,12,
3958,2875,3650,2030,2395,12,
3962,2875,3647,2045,2429,12,
3934,2877,3638,2079,2442,12,
3933,2895,3610,2066,2441,12,
3854,2875,3632,2077,2453,12,
3914,2881,3649,2094,2475,12,
3963,2891,3683,2063,2438,12,
3931,2864,3902,2038,2507,12,
3954,2861,3865,2085,2521,12,
3951,2863,3830,2066,2511,12,
3951,2867,3743,2087,2497,12,
3888,2863,3745,2097,2513,12,
3904,2846,3722,2093,2505,12,
3826,2843,3660,2089,2506,12,
3864,2863,3703,2098,2512,12,
3887,2858,3765,2114,2517,12,
3921,2875,3747,2099,2526,12,
3939,2864,3746,2133,2555,12,
3888,2834,3731,2133,2544,12,
3856,2863,3731,2128,2509,12,
3907,2867,3699,2128,2550,12,
3891,2867,3703,2143,2599,12,
3921,2894,3715,2161,2590,12,
3890,2768,3717,2086,2523,12,
3946,2807,3919,2094,2575,12,
3954,2863,3879,2151,2643,12,
3941,2854,3870,2159,2665,12,
3965,2868,3855,2183,2688,12,
3950,2871,3866,2196,2699,12,
3949,2869,3858,2210,2697,12,
3951,2878,3863,2206,2685,12,
3950,2896,3847,2215,2697,12,
3942,2884,3845,2226,2709,12,
3941,2885,3902,2222,2717,12,
3955,2909,3867,2224,2703,12,
3952,2898,3849,2229,2711,12,
3959,2896,3824,2217,2685,12,
3954,2906,3850,2225,2684,12,
3925,2900,3875,2237,2703,12,
3952,2899,3838,2220,2691,12,
3959,2895,3824,2230,2731,12,
3988,2915,3853,2241,2710,12,
3906,2815,3830,2229,2706,12,
3909,2874,3888,2243,2709,12,
3898,2819,3826,2234,2703,12,
3962,2795,3871,2069,2550,12,
3959,2822,3895,2139,2626,12,
3959,2815,3882,2150,2653,12,
3952,2826,3882,2167,2672,12,
3950,2834,3871,2176,2675,12,
3939,2843,3869,2179,2674,12,
3957,2825,3872,2195,2678,12,
3952,2847,3853,2191,2693,12,
3946,2844,3867,2207,2701,12,
3948,2855,3866,2219,2705,12,
3950,2674,3861,2081,2673,12,
3908,2993,3947,2798,2980,12,
3904,3025,3943,2607,2832,12,
3802,3034,3925,2571,2845,12,
3919,2709,2247,3296,3511,13,L
3916,2718,2259,3276,3520,13,
3892,2764,2288,3268,3518,13,
3917,2753,2299,3249,3508,13,
3900,2772,2304,3277,3529,13,
3918,2783,2303,3249,3493,13,
3931,2801,2329,3253,3483,13,
3894,2816,2347,3237,3527,13,
3893,2786,2150,3405,3711,13,
3969,2784,2198,3371,3695,13,
3952,2670,2183,3316,3650,13,
3929,2829,2285,3295,3643,13,
3847,2842,2304,3216,3639,13,
3871,2799,2302,3185,3618,13,
3827,2805,2311,3190,3630,13,
3845,2821,2313,3191,3658,13,
3863,2821,2323,3186,3649,13,
3845,2843,2330,3200,3638,13,
3883,2838,2334,3204,3629,13,
3879,2837,2337,3201,3632,13,
3885,2834,2353,3209,3632,13,
3890,2783,2359,3207,3632,13,
3874,2838,2357,3202,3632,13,
3870,2857,2364,3216,3631,13,
3908,2832,2362,3206,3697,13,
3863,2832,2366,3198,3633,13,
3878,2845,2384,3223,3482,13,
3886,2852,2384,3225,3622,13,
3898,2845,2380,3213,3632,13,
3885,2849,2398,3219,3631,13,
3877,2850,2393,3217,3623,13,
3878,2846,2387,3235,3631,13,
3890,2855,2403,3222,3627,13,
3920,2841,2368,3287,3561,13,
3903,2835,2381,3278,3551,13,
3885,2847,2384,3293,3573,13,
3876,2849,2393,3277,3580,13,
3874,2860,2416,3267,3582,13,
3894,2838,2384,3243,3536,13,
3911,2837,2401,3242,3552,13,
3648,2737,2368,3211,3520,13,
3863,2874,2539,3385,3603,13,
3867,2882,2491,3312,3569,13,
3834,2770,2464,3207,3573,13,
3856,2800,2480,3216,3637,13,
3824,2829,2559,3370,3671,13,
3767,2917,2557,3312,3603,13,
3845,2960,2613,3194,3417,13,
3614,2704,2323,3150,3583,13,
3824,2992,2626,3245,3641,13,
3824,2983,2639,3371,3627,13,
3839,2983,2629,3294,3616,13,
3789,2992,2641,3318,3623,13,
3796,2979,2613,3269,3576,13,
3818,2898,2640,3293,3653,13,
3860,2737,2425,3221,3538,13,
3905,2795,2474,3219,3591,13,
3861,2797,2496,3243,3591,13,
3846,2832,2503,3247,3591,13,
3872,2797,2492,3206,3568,13,
3845,2816,2498,3243,3567,13,
3999,2837,2311,3472,2989,14,M
3999,2855,2333,3425,2959,14,
3955,2847,2367,3459,2992,14,
3961,2846,2347,3415,2990,14,
3934,2862,2373,3430,3021,14,
3703,2673,2321,3325,2960,14,
3891,2852,2203,3132,2742,14,
3921,2846,2409,3394,3025,14,
3734,2605,2366,3345,2970,14,
3943,2801,2390,3349,3008,14,
3940,2850,2358,3454,2886,14,
3983,2915,2368,3455,2903,14,
3984,2883,2880,3364,2262,14,
3898,3043,2816,3431,2716,14,
3916,3040,2818,3382,2511,14,
3915,3071,2835,3355,2477,14,
3787,3063,2785,3353,2512,14,
3859,3089,2809,3359,2551,14,
3846,3099,2768,3344,2608,14,
3757,3008,2672,3415,2971,14,
3786,3067,2643,3309,2224,14,
3760,2975,2485,3435,2547,14,
3790,3013,2576,3454,2923,14,
3792,2977,2559,3441,2947,14,
3818,2985,2577,3427,2944,14,
3817,2971,2587,3411,2941,14,
3815,2991,2577,3398,2930,14,
3818,2995,2579,3379,2931,14,
3818,3003,2576,3379,2949,14,
3801,2983,2585,3376,2928,14,
3791,2983,2575,3370,2928,14,
3793,2989,2585,3380,2932,14,
3787,3008,2575,3488,2726,14,
3811,2991,2575,3447,2751,14,
3786,2962,2598,3362,2954,14,
3745,2911,2537,3393,2943,14,
3787,2877,2505,3484,2733,14,
3825,2762,2420,3489,2995,14,
3963,2799,2480,3583,3144,14,
3951,2963,2613,3490,3028,14,
3946,2991,2662,3490,3041,14,
3942,2997,2657,3483,3037,14,
3954,3000,2662,3489,3033,14,
3920,3042,2683,3496,3030,14,
3917,2885,2479,3463,2938,14,
3888,2915,2558,3467,3020,14,
3913,2897,2543,3450,2992,14,
3885,2928,2553,3431,2985,14,
3921,2922,2549,3421,2961,14,
3878,2916,2576,3391,2985,14,
3873,2960,2605,3472,2994,14,
3875,2983,2627,3427,2993,14,
3883,2979,2634,3425,3008,14,
3870,2962,2611,3435,3005,14,
3859,2960,2610,3397,3092,14,
3863,2957,2602,3390,3013,14,
3823,2851,2416,2176,3487,15,N
3847,2686,2398,2079,3428,15,
3806,2866,2419,2202,3469,15,
3879,2859,2434,2207,3466,15,
3845,2887,2463,2194,3451,15,
3748,2779,2367,2096,3519,15,
3899,2832,2446,2185,3501,15,
3819,2826,2421,2189,3525,15,
3867,2862,2377,1904,3538,15,
3835,2903,2403,2172,3537,15,
3873,2873,2417,2173,3526,15,
3847,2900,2430,2176,3492,15,
3824,2892,2426,2192,3546,15,
3797,2871,2448,2201,3521,15,
3839,2902,2448,2195,3498,15,
3792,2885,2442,2206,3506,15,
3971,2784,2319,1907,3529,15,
3897,2861,2368,1954,3546,15,
3914,2867,2288,2014,3526,15,
3888,2855,2338,2032,3550,15,
3901,3083,2667,2402,3559,15,
3941,2867,2557,2199,3505,15,
4002,2867,2509,2035,3423,15,
3936,2791,2422,2100,3440,15,
4039,2831,2448,2076,3424,15,
3681,2615,2198,1939,3465,15,
3993,2831,2498,2091,3514,15,
3935,2855,2406,2038,3547,15,
3998,2803,2494,2115,3489,15,
3697,2827,2496,2096,3465,15,
3788,2807,2496,2100,3483,15,
3766,2826,2499,2098,3477,15,
3787,2800,2421,1984,3487,15,
3793,2794,2441,1989,3494,15,
3798,2798,2452,2038,3472,15,
3809,2838,2489,2047,3483,15,
3799,2854,2480,2070,3491,15,
3805,2885,2509,2095,3491,15,
3802,2862,2497,2109,3475,15,
3795,2839,2493,2092,3471,15,
3813,2858,2495,2099,3477,15,
3810,2858,2500,2110,3474,15,
3804,2864,2502,2099,3472,15,
3810,2862,2501,2105,3477,15,
3802,2857,2502,2105,3488,15,
3807,2864,2514,2111,3488,15,
3821,2806,2490,1979,3514,15,
3826,2827,2464,1985,3523,15,
3859,2830,2501,2034,3574,15,
3826,2921,2533,2097,3536,15,
3824,2925,2558,2107,3536,15,
3883,2919,2512,2109,3599,15,
3865,2921,2544,1958,3485,15,
3867,2921,2551,2125,3517,15,
3875,2923,2545,2130,3532,15,
3861,2926,2549,2132,3524,15,
3856,2917,2555,2135,3520,15,
3878,2810,2409,2022,2529,16,O
3920,2832,2453,2043,2551,16,
3826,2798,2455,2019,2321,16,
3865,2801,2436,2035,2384,16,
3728,2543,2333,2016,2352,16,
3934,2799,2452,2038,2301,16,
3846,2798,2469,2027,2354,16,
3838,2747,2443,1968,2258,16,
3914,2800,2463,1984,2253,16,
4022,2763,2494,1997,2287,16,
3763,2807,2480,1995,2223,16,
3743,2800,2485,2003,2320,16,
3651,2815,2497,2017,2335,16,
3621,2816,2495,2010,2345,16,
3658,2835,2498,2030,2362,16,
3661,2825,2505,2022,2368,16,
3695,2992,2643,2166,2624,16,
3696,2967,2588,2168,2608,16,
3705,2979,2644,2171,2587,16,
3721,2975,2640,2166,2601,16,
3709,2982,2635,2166,2587,16,
3725,2971,2637,2165,2608,16,
3728,2977,2635,2167,2605,16,
3725,2966,2640,2171,2605,16,
3713,2975,2634,2165,2606,16,
3721,2971,2635,2163,2606,16,
3728,2976,2643,2168,2624,16,
3725,2972,2640,2166,2606,16,
3739,2977,2640,2167,2609,16,
3731,2834,2434,2034,2357,16,
3798,2846,2498,1985,2388,16,
3801,2855,2514,2019,2408,16,
3782,2885,2544,2053,2443,16,
3839,2877,2547,2064,2438,16,
3839,2889,2577,2038,2435,16,
3809,2875,2558,2059,2448,16,
3794,2964,2641,2150,2542,16,
3826,2957,2655,2159,2509,16,
3824,3005,2672,2224,2704,16,
3825,3107,2670,2207,2674,16,
3795,2949,2662,2203,2643,16,
3799,2960,2667,2209,2667,16,
3807,2980,2682,2231,2697,16,
3792,2915,2617,2179,2637,16,
3779,2929,2671,2224,2693,16,
3789,2873,2617,2151,2525,16,
3797,2889,2623,2150,2541,16,
3804,2903,2630,2160,2534,16,
3793,2895,2623,2160,2543,16,
3790,2896,2627,2160,2545,16,
3793,2943,2672,2229,2628,16,
3794,2848,2651,2237,2672,16,
3831,2898,2655,2240,2689,16,
3793,2909,2672,2250,2695,16,
3804,2909,2672,2242,2683,16,
3792,2846,2583,2127,2544,16,
3797,2858,2583,2134,2570,16,
3786,2861,2594,2137,2556,16,
3775,2855,2597,2133,2575,16,
3789,2863,2605,2139,2570,16,
3782,2854,2602,2137,2573,16,
3154,3710,4044,3245,3568,17,P
2880,3486,3926,3191,3497,17,
3186,3712,4080,3292,3703,17,
3211,3662,3994,3267,3657,17,
3211,3677,4032,3373,3715,17,
3195,3714,4048,3381,3840,17,
3344,3699,4042,3421,3743,17,
2782,3661,3962,3382,3701,17,
3165,3730,4016,3411,3707,17,
3071,3778,4054,3417,3723,17,
2799,3696,3968,3440,3751,17,
2847,3743,4080,3392,3678,17,
3199,3744,4054,3398,3681,17,
3315,3750,3985,3374,3695,17,
2941,3769,4028,3406,3719,17,
3120,3739,3969,3403,3707,17,
3130,3728,4033,3406,3718,17,
3091,3723,4030,3402,3722,17,
3114,3733,4038,3397,3697,17,
3150,3761,4095,3422,3712,17,
3135,3747,4085,3418,3708,17,
3139,3748,4095,3425,3718,17,
3150,3749,4064,3414,3713,17,
3139,3727,4069,3419,3706,17,
3153,3734,4065,3415,3709,17,
3168,3735,4080,3419,3712,17,
3168,3736,4071,3413,3712,17,
3174,3728,4080,3421,3715,17,
3168,3740,4077,3420,3706,17,
3161,3723,4067,3423,3711,17,
3166,3723,4067,3421,3715,17,
3178,3735,4063,3414,3712,17,
3177,3735,4053,3423,3703,17,
3185,3722,4048,3409,3702,17,
3168,3717,4033,3394,3742,17,
3189,3728,3995,3375,3687,17,
3186,3696,4030,3395,3689,17,
3167,3716,4057,3373,3661,17,
3170,3713,4031,3437,3713,17,
3174,3918,4039,3408,3702,17,
3186,3686,4017,3393,3681,17,
3171,3759,4080,3409,3693,17,
3211,3730,4049,3405,3701,17,
3213,3703,4014,3407,3631,17,
3185,3699,3889,3388,3654,17,
3189,3712,3952,3402,3656,17,
2642,3705,3938,3376,3699,17,
3138,3715,3944,3381,3671,17,
3156,3714,3952,3378,3683,17,
3211,3722,3975,3392,3695,17,
3216,3718,3977,3389,3702,17,
3213,3712,3981,3386,3694,17,
3216,3713,3984,3395,3696,17,
3223,3707,3979,3394,3700,17,
3226,3717,4054,3440,3027,18,Q
3223,3678,4037,3446,3057,18,
3223,3648,3990,3447,3046,18,
3237,3658,3969,3439,3061,18,
3251,3721,3997,3457,3101,18,
3218,3687,4028,3446,3088,18,
3243,3712,4001,3435,3071,18,
3217,3691,3984,3430,3098,18,
3237,3705,3952,3427,3090,18,
3054,3581,3896,3391,3067,18,
3232,3717,3959,3446,3061,18,
3217,3642,3979,3471,3110,18,
3242,3696,3998,3422,3088,18,
3202,3685,3970,3436,3129,18,
3216,3679,3961,3431,3104,18,
3115,3671,3982,3430,3021,18,
3239,3723,3997,3443,3119,18,
3245,3697,3984,3440,3117,18,
3250,3696,3988,3443,3123,18,
3235,3722,4007,3446,3123,18,
3239,3697,4009,3442,3123,18,
3225,3735,4037,3455,3121,18,
3210,3677,3974,3422,3141,18,
3257,3700,4007,3455,3115,18,
3239,3506,3805,3387,3088,18,
3266,3715,3998,3441,3127,18,
3227,3679,4049,3455,3135,18,
3215,3725,3925,3405,3115,18,
3184,3729,4027,3468,3026,18,
2911,3568,3930,3413,3034,18,
3166,3655,4004,3427,3056,18,
3194,3689,4043,3431,3201,18,
3184,3684,4021,3424,3089,18,
3215,3705,4049,3447,3108,18,
3235,3685,4007,3379,3120,18,
3244,3698,3936,3440,3113,18,
3271,3711,4000,3434,3111,18,
3247,3728,4023,3430,3114,18,
3273,3691,4001,3427,3104,18,
3253,3614,3993,3418,3115,18,
3268,3539,3806,3441,3105,18,
3273,3611,3911,3430,3120,18,
3313,3659,4075,3456,3120,18,
3307,3713,4095,3451,3117,18,
3275,3703,4077,3473,3149,18,
3303,3714,4005,3449,3105,18,
3307,3727,4061,3472,3124,18,
3281,3696,4064,3429,3095,18,
3215,3690,4059,3464,3120,18,
3223,3696,4043,3503,3124,18,
3230,3693,4054,3459,3142,18,
3217,3692,4043,3461,3110,18,
3276,3750,4095,2154,3514,19,R
3186,3772,4095,2163,3522,19,
3194,3741,4095,2183,3525,19,
3254,3723,4095,2197,3511,19,
3249,3690,3857,1993,3243,19,
3280,3867,4079,2217,3490,19,
3282,3679,4067,2224,3477,19,
3352,3701,4089,2238,3496,19,
3331,3690,4029,2237,3471,19,
3335,3693,4090,2244,3490,19,
3309,3721,4095,2259,3493,19,
3351,3702,4089,2257,3491,19,
3333,3682,4094,2252,3455,19,
3325,3696,4079,2240,3460,19,
3088,3425,3826,2032,3342,19,
3368,3716,4094,2254,3445,19,
3376,3697,4081,2258,3443,19,
3346,3691,4080,2287,3472,19,
3373,3695,4050,2292,3483,19,
3366,3664,4062,2294,3472,19,
3385,3702,4074,2301,3479,19,
3376,3695,4075,2303,3470,19,
3407,3678,4070,2304,3483,19,
3392,3692,4079,2315,3472,19,
3207,3701,4095,2305,3487,19,
3249,3708,4086,2314,3479,19,
3273,3638,4039,2302,3471,19,
3286,3698,4032,2303,3462,19,
3310,3684,4093,2319,3435,19,
3280,3669,4049,2326,3477,19,
3309,3700,4075,2314,3443,19,
3296,3707,4046,2306,3502,19,
3059,3671,3886,2055,3471,19,
2953,3732,4094,2113,3450,19,
2928,3700,4083,2314,3547,19,
2913,3702,4095,2301,3546,19,
3105,3741,4067,2129,3549,19,
2951,3715,4069,2029,3504,19,
2967,3711,4095,2130,3542,19,
3039,3701,4031,2239,3505,19,
3163,3773,4074,2341,3003,20,S
3203,3720,3996,2323,2975,20,
3195,3729,4024,2352,2967,20,
3201,3715,4023,2351,2972,20,
3214,3699,4031,2352,2973,20,
3178,3741,4049,2352,2933,20,
3145,3703,4015,2314,2975,20,
3169,3728,3984,2320,2973,20,
3182,3728,3985,2323,2966,20,
3184,3742,4051,2342,2987,20,
3184,3763,4043,2347,2977,20,
3178,3682,4011,2366,2994,20,
3178,3680,3997,2347,2969,20,
3185,3693,4059,2359,2982,20,
3205,3649,3989,2341,2946,20,
2914,3554,3917,2342,2962,20,
3184,3739,4048,2352,2987,20,
3218,3707,4042,2355,2975,20,
3211,3650,3999,2352,2979,20,
3195,3675,4016,2349,2967,20,
3207,3678,4088,2381,2986,20,
3219,3719,3984,2367,2976,20,
3209,3657,4030,2384,2994,20,
3216,3690,4033,2386,2995,20,
3229,3699,3992,2363,2975,20,
3232,3696,4043,2374,2966,20,
3201,3699,4048,2378,2994,20,
3227,3709,4036,2380,2999,20,
3238,3705,4049,2377,2994,20,
3246,3701,4059,2381,2992,20,
3246,3699,4058,2385,3002,20,
3231,3682,4016,2383,2992,20,
3223,3719,4054,2228,2949,20,
3239,3728,4086,2111,2802,20,
3181,3525,3950,2096,2753,20,
3262,3654,4023,2159,2794,20,
3255,3645,3966,2149,2783,20,
3281,3673,3958,2165,2803,20,
3549,3789,4095,2403,3039,20,
3381,3696,3997,2384,2960,20,
3346,3719,4026,2411,2960,20,
3159,3713,4049,2390,2987,20,
3131,3654,3997,2384,2960,20,
3266,3727,4090,2409,2980,20,
3217,3637,3824,2166,2691,20,
3260,3696,4057,2403,2970,20,
3276,3735,4087,2431,2991,20,
3251,3727,4080,2431,2981,20,
3267,3539,4039,2416,2985,20,
3301,3737,4095,2431,2979,20,
3283,3728,4095,2433,2994,20,
3253,3696,4018,2432,2878,20,
3299,3728,4080,2436,2978,20,
3305,3728,4078,2445,2991,20,
3299,3733,4071,2442,2991,20,
2865,3568,3862,2365,2965,20,
3234,3733,4091,2423,3003,20,
3278,3747,4095,2433,2997,20,
3290,3743,4095,2430,2992,20,
2922,3479,3792,2137,2903,20,
3217,3477,3807,2163,2717,20,
3248,3744,4076,2421,2999,20,
3201,3733,4080,2401,3002,20,
3184,3699,4070,2416,3024,20,
3250,3744,4091,2434,3001,20,
3259,3737,4083,2416,2994,20,
2913,3693,2243,3355,3365,21,T
2947,3710,2341,3357,3607,21,
2971,3756,2366,3287,3575,21,
2908,3713,2371,3309,3597,21,
2953,3727,2416,3306,3557,21,
2951,3696,2416,3281,3565,21,
2928,3732,2447,3291,3578,21,
2933,3666,2458,3283,3546,21,
2992,3699,2473,3402,3653,21,
2990,3739,2478,3376,3632,21,
3088,3734,2551,3408,3598,21,
3070,3707,2544,3343,3638,21,
2789,3469,2333,3232,3565,21,
3040,3698,2553,3326,3637,21,
3083,3750,2574,3341,3632,21,
2959,3745,2528,3362,3607,21,
2979,3731,2367,3182,3577,21,
2983,3741,2535,3329,3641,21,
2992,3731,2544,3318,3632,21,
2992,3730,2549,3327,3619,21,
2991,3715,2544,3299,3625,21,
2981,3701,2545,3299,3609,21,
3090,3756,2551,3468,3627,21,
2921,3520,2405,3469,3680,21,
2846,3662,2263,3280,3684,21,
2962,3727,2531,3359,3669,21,
3024,3745,2549,3367,3691,21,
3046,3689,2550,3344,3711,21,
2983,3621,2532,3319,3639,21,
3101,3663,2543,3396,3669,21,
3149,3728,2555,3388,3713,21,
3147,3758,2619,3362,3685,21,
2778,3455,2222,3132,3554,21,
3167,3723,2272,3283,3642,21,
3264,3757,2320,3376,3678,21,
2964,3568,2245,3238,3582,21,
3248,3734,2317,3327,3696,21,
3280,3735,2338,3312,3669,21,
3136,3467,2113,3047,3466,21,
2979,3717,2349,3337,3648,21,
3217,3728,2355,3120,3378,21,
3210,3683,2352,3222,3591,21,
3279,3733,2384,3262,3633,21,
3312,3717,2385,3398,3632,21,
3294,3737,2419,3391,3632,21,
3322,3732,2433,3392,3605,21,
3343,3746,2445,3376,3618,21,
3371,3728,2444,3414,3574,21,
3367,3731,2446,3397,3519,21,
3122,3471,2206,3115,3463,21,
3251,3750,2404,3453,2943,22,u
3271,3730,2423,3431,2967,22,
3165,3690,2400,3408,2745,22,
3230,3709,2379,3379,2963,22,
3249,3766,2418,3408,2980,22,
3265,3755,2426,3390,3002,22,
2832,3678,2317,3178,2747,22,
3167,3771,2368,3447,3024,22,
3174,3738,2387,3473,3011,22,
3206,3755,2413,3438,3011,22,
3184,3717,2416,3443,3019,22,
3231,3738,2417,3387,3017,22,
3223,3747,2418,3438,3004,22,
3232,3723,2416,3440,3024,22,
3246,3753,2431,3428,3027,22,
3223,3724,2436,3472,3049,22,
3199,3709,2414,3426,3035,22,
3218,3735,2448,3440,3047,22,
3215,3738,2420,3483,2869,22,
3264,3742,2400,3470,2977,22,
3290,3743,2416,3472,3003,22,
3280,3728,2416,3471,3013,22,
3293,3730,2425,3460,3017,22,
3291,3734,2425,3435,3008,22,
3302,3725,2429,3445,3018,22,
3291,3694,2430,3446,3031,22,
3302,3699,2430,3437,3026,22,
3270,3686,2431,3456,3037,22,
3315,3689,2430,3440,3034,22,
3295,3676,2431,3435,3037,22,
3299,3667,2432,3430,3034,22,
3303,3689,2439,3439,3033,22,
3312,3673,2443,3430,3037,22,
3408,3758,2401,3577,3050,22,
3121,3741,2425,3561,2918,22,
3217,3717,2453,3505,2990,22,
2814,3739,2464,3488,2864,22,
3214,3790,2553,3487,2908,22,
3131,3757,2519,3462,2893,22,
3175,3744,2523,3461,2930,22,
3152,3716,2542,3442,2928,22,
3168,3710,2526,3415,2939,22,
3184,3711,2533,3449,2973,22,
3167,3723,2555,2054,3686,23,V
3173,3712,2551,2119,3655,23,
3152,3706,2604,2141,3635,23,
3039,3728,2586,2211,3663,23,
3082,3715,2623,2224,3647,23,
3078,3712,2608,2234,3645,23,
3065,3675,2533,2233,3645,23,
3111,3709,2598,2231,3667,23,
3185,3747,2593,2285,3683,23,
3183,3687,2586,2283,3664,23,
3162,3739,2598,2288,3674,23,
3161,3696,2582,2301,3699,23,
3169,3755,2607,2304,3670,23,
3183,3713,2579,2289,3645,23,
3184,3698,2593,2302,3682,23,
3179,3672,2583,2302,3598,23,
3175,3699,2591,2331,3661,23,
3184,3727,2602,2313,3647,23,
3182,3731,2416,2288,3546,23,
3165,3711,2594,2320,3664,23,
3195,3718,2608,2339,3632,23,
2907,3453,2523,2302,3583,23,
3190,3713,2606,2347,3651,23,
3203,3721,2607,2357,3646,23,
3210,3731,2601,2357,3635,23,
3219,3744,2610,2361,3649,23,
3218,3754,2608,2363,3638,23,
3234,3728,2618,2364,3637,23,
3210,3722,2617,2371,3647,23,
3250,3728,2623,2369,3641,23,
3251,3713,2619,2368,3638,23,
3257,3696,2617,2374,3637,23,
3227,3707,2611,2362,3632,23,
3227,3730,2593,2361,3605,23,
3255,3702,2605,2370,3555,23,
3216,3733,2603,2365,3607,23,
3243,3728,2612,2384,3635,23,
3214,3701,2639,2388,3627,23,
3216,3702,2643,2384,3627,23,
3226,3780,2628,2394,3635,23,
3247,3731,2621,2368,3609,23,
3227,3849,2627,2394,3626,23,
3238,3706,2643,2399,3631,23,
3350,3681,2661,2432,3568,23,
3344,3690,2638,2417,3568,23,
3345,3683,2661,2438,3545,23,
3259,3681,2639,2402,3555,23,
3315,3642,2646,2429,3562,23,
3302,3669,2675,2434,3602,23,
3327,3706,2657,2418,3561,23,
3318,3681,2660,2448,3603,23,
3322,3696,2634,2426,3568,23,
3286,3686,2651,2432,3614,23,
3143,3703,2346,2204,2498,24,w
3178,3707,2407,2251,2511,24,
3204,3715,2416,2256,2500,24,
3194,3709,2429,2256,2547,24,
3214,3661,2404,2253,2544,24,
3185,3665,2511,2202,2586,24,
3207,3676,2513,2199,2593,24,
3269,3761,2510,2170,2495,24,
2960,3607,2467,2182,2574,24,
3117,3720,2544,2202,2585,24,
3173,3707,2545,2194,2591,24,
3152,3710,2539,2237,2622,24,
3153,3701,2551,2224,2621,24,
3184,3749,2555,2233,2622,24,
3187,3735,2519,2224,2612,24,
3177,3703,2544,2246,2623,24,
3185,3723,2550,2215,2613,24,
3191,3723,2549,2240,2631,24,
3216,3727,2576,2237,2634,24,
3199,3729,2559,2247,2640,24,
3201,3731,2555,2246,2642,24,
3228,3735,2555,2241,2640,24,
3199,3729,2556,2246,2646,24,
3201,3733,2573,2248,2643,24,
3210,3728,2566,2246,2650,24,
3202,3713,2547,2231,2640,24,
3222,3732,2551,2259,2649,24,
3233,3744,2567,2260,2651,24,
3209,3727,2570,2256,2659,24,
3205,3713,2571,2256,2650,24,
3215,3728,2557,2256,2658,24,
3210,3734,2576,2256,2661,24,
3216,3741,2571,2257,2662,24,
3214,3718,2576,2266,2666,24,
2950,3455,2303,2210,2627,24,
3293,3729,2559,2288,2731,24,
3373,3728,2554,2341,2774,24,
3251,3701,2546,2323,2759,24,
3280,3735,2518,2254,2545,24,
3280,3752,2502,2256,2597,24,
3285,3703,2523,2299,2610,24,
3286,3723,2527,2263,2613,24,
3292,3721,2531,2262,2619,24,
3303,3710,2524,2261,2624,24,
3293,3726,2529,2274,2626,24,
3291,3715,2533,2281,2645,24,
3022,3469,2475,2243,2624,24,
3310,3707,2539,2278,2654,24,
3280,3707,2534,2291,2654,24,
3289,3696,2541,2288,2657,24,
3327,3701,2545,2289,2660,24,
3327,3711,2538,2288,2658,24,
3318,3694,2539,2288,2656,24,
3314,3699,2538,2288,2671,24,
3199,3731,2559,2254,2618,24,
3219,3728,2551,2268,2645,24,
3252,3724,2551,2279,2646,24,
2992,3450,2474,2239,2627,24,
3278,3705,2558,2274,2658,24,
3280,3692,2559,2278,2666,24,
3297,3697,2550,2282,2662,24,
3055,2593,4095,3471,3637,25,x
3113,2630,4095,3469,3602,25,
3213,2659,4095,3456,3648,25,
3216,2679,4094,3460,3633,25,
3248,2683,4034,3397,3598,25,
3215,2702,4035,3406,3594,25,
3056,2690,4038,3408,3651,25,
3044,2722,4095,3440,3621,25,
3126,2719,4062,3408,3605,25,
3151,2757,4095,3447,3749,25,
3095,2723,4065,3420,3649,25,
3041,2725,4095,3472,3664,25,
3069,2743,4091,3429,3643,25,
3117,2765,4035,3412,3632,25,
3150,2775,4095,3429,3655,25,
3120,2790,4091,3430,3649,25,
3132,2771,4075,3433,3648,25,
3147,2779,4082,3418,3658,25,
3157,2768,4059,3430,3648,25,
3154,2785,4032,3430,3638,25,
2779,2222,3857,3299,3547,25,
3195,2759,4095,3455,3709,25,
3030,2999,4095,3489,3752,25,
3148,2961,4095,3467,3726,25,
3189,2992,4077,3466,3727,25,
3229,2751,3992,3440,3747,25,
3279,2773,3982,3426,3734,25,
3293,2787,3963,3435,3734,25,
3211,2854,3970,3429,3731,25,
3229,2875,3975,3429,3728,25,
3227,2861,3962,3436,3728,25,
3216,2855,3944,3413,3731,25,
3237,2873,4001,3440,3670,25,
3237,2871,4001,3441,3687,25,
3335,2859,4095,3467,3695,25,
3280,2858,4095,3462,3707,25,
3291,2866,4062,3451,3673,25,
3310,2884,4095,3470,3695,25,
3312,2881,4095,3431,3670,25,
3313,2886,4095,3443,3689,25,
3323,2880,4061,3445,3639,25,
3330,2881,4054,3447,3643,25,
3312,2874,4045,3440,3670,25,
3330,2855,4041,3430,3644,25,
3278,2882,4003,3434,3638,25,
3334,2886,4010,3439,3619,25,
