iter	RMSE
884	0.1918902802
885	0.1917181827
886	0.1915240462
887	0.1910286812
888	0.1908841013
889	0.1907776838
890	0.1904897462
891	0.1902071334
892	0.1899877953
893	0.1897265926
894	0.1895901443
895	0.1892570965
896	0.189088953
897	0.1888995961
898	0.188601447
899	0.1884101638
900	0.1880911057
901	0.187917556
902	0.1876255768
903	0.1874404843
904	0.187253109
905	0.1869616215
906	0.1867863726
907	0.1863953332
908	0.1859274958
909	0.1858491016
910	0.1856221072
911	0.1854901581
912	0.1853162786
913	0.1851462323
914	0.1848645537
915	0.1844855391
916	0.1841705584
917	0.1838010959
918	0.1833424853
919	0.1831421151
920	0.1829997853
921	0.1827788935
922	0.1826663361
923	0.1824901022
924	0.1822230316
925	0.1819699261
926	0.1818220098
927	0.1816328764
928	0.181471146
929	0.1812113357
930	0.1809806256
931	0.1807530888
932	0.1806187382
933	0.1804648033
934	0.1802003888
935	0.180151931
936	0.179998855
937	0.1796719015
938	0.1796035205
939	0.17950985
940	0.1794351334
941	0.179323303
942	0.178837722
943	0.1785540696
944	0.1783939523
945	0.1781673051
946	0.1776626589
947	0.1774217817
948	0.1770907853
949	0.1769481232
950	0.1766732106
951	0.1763707386
952	0.176092117
953	0.1760331428
954	0.1758905847
955	0.175685757
956	0.1754350456
957	0.1752895506
958	0.1751058503
959	0.1749419278
960	0.1747864905
961	0.1746652522
962	0.1743495829
963	0.1741204108
964	0.1740717079
965	0.1738274624
966	0.1735248094
967	0.1734803475
968	0.1734547062
969	0.1730878568
970	0.1726632142
971	0.1725470566
972	0.1721954762
973	0.1720494516
974	0.1719822889
975	0.1715650732
976	0.171404437
977	0.1712563971
978	0.1711186512
979	0.1707936647
980	0.1705377312
981	0.1704287746
982	0.170219046
983	0.1699497408
984	0.1697848252
985	0.1696851934
986	0.1693672609
987	0.1691986123
988	0.1690441919
989	0.1685728402
990	0.168416428
991	0.1683244785
992	0.1680712034
993	0.1678446273
994	0.1676747772
995	0.1675154909
996	0.1672836915
997	0.1670859079
998	0.1670467139
999	0.1669861732
